documento,idCandidato,ipMesa,puerto
546292786,2,x206m03,10025
270199457,1,x206m03,10027
790918637,1,x206m03,10029
55647909,2,x206m03,10031
290962155,1,x206m03,10017
549263238,2,x206m03,10019
188029252,1,x206m03,10021
642410626,3,x206m03,10023
927587907,1,x206m03,10025
843249353,1,x206m03,10027
330721289,2,x206m03,10029
522630906,2,x206m03,10031
937096562,2,x206m03,10017
75242211,2,x206m03,10019
147290971,3,x206m03,10021
429204540,2,x206m03,10023
490366402,3,x206m03,10025
114895886,1,x206m03,10027
788809794,2,x206m03,10029
323338549,3,x206m03,10031
314859572,1,x206m03,10017
822303793,2,x206m03,10019
827532864,2,x206m03,10021
679770998,2,x206m03,10023
443176426,3,x206m03,10025
393453387,2,x206m03,10027
234559159,1,x206m03,10029
313594002,3,x206m03,10031
436385752,2,x206m03,10017
911238457,3,x206m03,10019
399410600,1,x206m03,10021
79738695,1,x206m03,10023
721466590,2,x206m03,10025
783946242,2,x206m03,10027
125928246,1,x206m03,10029
153629527,1,x206m03,10031
167365536,2,x206m03,10017
145716831,2,x206m03,10019
234262590,1,x206m03,10021
345464839,3,x206m03,10023
485616248,2,x206m03,10025
456596300,1,x206m03,10027
946260763,1,x206m03,10029
680011290,1,x206m03,10031
206288010,3,x206m03,10017
821880908,1,x206m03,10019
560731167,1,x206m03,10021
408954039,3,x206m03,10023
283163805,3,x206m03,10025
571665487,1,x206m03,10027
921447986,3,x206m03,10029
204732832,2,x206m03,10031
442093946,1,x206m03,10017
319894469,3,x206m03,10019
724100997,1,x206m03,10021
472775522,2,x206m03,10023
723526349,2,x206m03,10025
769882202,2,x206m03,10027
122135959,3,x206m03,10029
721622859,1,x206m03,10031
282963587,1,x206m03,10017
830499278,1,x206m03,10019
218994030,3,x206m03,10021
435948872,2,x206m03,10023
643872371,2,x206m03,10025
386887807,2,x206m03,10027
499962734,1,x206m03,10029
937960696,3,x206m03,10031
779355760,2,x206m03,10017
573055582,3,x206m03,10019
827492311,2,x206m03,10021
641644170,1,x206m03,10023
955277523,1,x206m03,10025
218573399,3,x206m03,10027
869113585,2,x206m03,10029
242923998,3,x206m03,10031
178010259,2,x206m03,10017
502945825,3,x206m03,10019
265628771,1,x206m03,10021
60574992,3,x206m03,10023
414765395,3,x206m03,10025
948968139,1,x206m03,10027
323362568,2,x206m03,10029
124250453,2,x206m03,10031
705626404,2,x206m03,10017
122396507,3,x206m03,10019
567697776,3,x206m03,10021
835606655,2,x206m03,10023
873768518,1,x206m03,10025
726264568,2,x206m03,10027
384685407,3,x206m03,10029
653518480,1,x206m03,10031
465028827,2,x206m03,10017
180380136,3,x206m03,10019
600262037,2,x206m03,10021
153873715,3,x206m03,10023
857611449,3,x206m03,10025
238220997,3,x206m03,10027
992206331,2,x206m03,10029
631647771,1,x206m03,10031
366936382,2,x206m03,10017
770702258,2,x206m03,10019
159888126,1,x206m03,10021
141298470,3,x206m03,10023
193087698,2,x206m03,10025
243505099,3,x206m03,10027
977679806,3,x206m03,10029
362417305,3,x206m03,10031
459501016,3,x206m03,10017
206404103,2,x206m03,10019
622971458,3,x206m03,10021
573901597,2,x206m03,10023
792637373,2,x206m03,10025
834748191,2,x206m03,10027
363189321,2,x206m03,10029
594703043,1,x206m03,10031
286340528,2,x206m03,10017
99533781,3,x206m03,10019
908556549,1,x206m03,10021
248440809,2,x206m03,10023
540792743,2,x206m03,10025
614824011,3,x206m03,10027
195667055,2,x206m03,10029
241659186,1,x206m03,10031
755629188,1,x206m03,10017
469972788,2,x206m03,10019
787758688,2,x206m03,10021
509692498,3,x206m03,10023
709351711,2,x206m03,10025
755770576,1,x206m03,10027
280074283,2,x206m03,10029
790354089,1,x206m03,10031
512360632,2,x206m03,10017
207213730,3,x206m03,10019
771312784,3,x206m03,10021
955488987,1,x206m03,10023
827532864,3,x206m03,10025
678907523,2,x206m03,10027
744488493,1,x206m03,10029
525692314,3,x206m03,10031
832858381,2,x206m03,10017
678637847,3,x206m03,10019
887643044,3,x206m03,10021
986278866,3,x206m03,10023
797090987,1,x206m03,10025
828133370,3,x206m03,10027
260937798,2,x206m03,10029
197750695,3,x206m03,10031
449744369,2,x206m03,10017
680011290,1,x206m03,10019
736995648,1,x206m03,10021
261497236,2,x206m03,10023
161519333,3,x206m03,10025
668386909,2,x206m03,10027
439361211,1,x206m03,10029
479171670,2,x206m03,10031
846032984,1,x206m03,10017
154000063,1,x206m03,10019
668267326,3,x206m03,10021
146592023,2,x206m03,10023
544296936,1,x206m03,10025
583582719,2,x206m03,10027
996369234,1,x206m03,10029
255658935,3,x206m03,10031
980328195,1,x206m03,10017
97188907,1,x206m03,10019
468303018,2,x206m03,10021
752747698,1,x206m03,10023
523148692,3,x206m03,10025
586097845,2,x206m03,10027
895470753,2,x206m03,10029
656102144,3,x206m03,10031
896204735,1,x206m03,10017
593232298,1,x206m03,10019
834665174,2,x206m03,10021
606567231,1,x206m03,10023
327733491,3,x206m03,10025
802512164,2,x206m03,10027
709663801,3,x206m03,10029
87759315,2,x206m03,10031
89831150,2,x206m03,10017
417846085,3,x206m03,10019
326203103,2,x206m03,10021
608325213,1,x206m03,10023
408501034,2,x206m03,10025
337714285,1,x206m03,10027
956597908,1,x206m03,10029
202562608,2,x206m03,10031
253316506,2,x206m03,10017
659036584,1,x206m03,10019
428446590,3,x206m03,10021
558985086,2,x206m03,10023
895226732,2,x206m03,10025
286475128,3,x206m03,10027
707697283,3,x206m03,10029
617471732,1,x206m03,10031
187179422,3,x206m03,10017
284438955,3,x206m03,10019
447094576,2,x206m03,10021
166271164,2,x206m03,10023
285832949,1,x206m03,10025
562367583,1,x206m03,10027
697209422,3,x206m03,10029
222605135,2,x206m03,10031
413667851,2,x206m03,10017
555081480,1,x206m03,10019
116781789,1,x206m03,10021
58695789,1,x206m03,10023
145060211,2,x206m03,10025
382493498,3,x206m03,10027
869507385,2,x206m03,10029
828633081,2,x206m03,10031
418180826,1,x206m03,10017
788506260,2,x206m03,10019
541366050,1,x206m03,10021
854826260,1,x206m03,10023
77870099,2,x206m03,10025
349873822,1,x206m03,10027
206541380,3,x206m03,10029
657980214,1,x206m03,10031
788874447,3,x206m03,10017
460742826,1,x206m03,10019
300811068,1,x206m03,10021
763569195,3,x206m03,10023
627986563,2,x206m03,10025
291404459,2,x206m03,10027
589463029,2,x206m03,10029
792261260,2,x206m03,10031
107330606,3,x206m03,10017
301231460,1,x206m03,10019
562529937,2,x206m03,10021
244391819,3,x206m03,10023
285035905,2,x206m03,10025
167958681,2,x206m03,10027
60889571,1,x206m03,10029
764058560,1,x206m03,10031
425800140,2,x206m03,10017
682534020,1,x206m03,10019
491503922,2,x206m03,10021
506165555,1,x206m03,10023
826700355,3,x206m03,10025
396909683,1,x206m03,10027
858198191,1,x206m03,10029
737538621,2,x206m03,10031
342267316,2,x206m03,10017
975845023,2,x206m03,10019
523320407,1,x206m03,10021
699811580,1,x206m03,10023
904964734,1,x206m03,10025
30899866,3,x206m03,10027
506165555,1,x206m03,10029
758901118,2,x206m03,10031
183508090,2,x206m03,10017
576875504,3,x206m03,10019
124449377,2,x206m03,10021
471415557,1,x206m03,10023
180449263,1,x206m03,10025
260179911,1,x206m03,10027
497175057,1,x206m03,10029
234389710,1,x206m03,10031
391825128,3,x206m03,10017
378586718,2,x206m03,10019
427836345,2,x206m03,10021
677411455,1,x206m03,10023
647278153,1,x206m03,10025
54188173,1,x206m03,10027
889611439,1,x206m03,10029
963817010,2,x206m03,10031
328967652,3,x206m03,10017
200952979,2,x206m03,10019
912772330,2,x206m03,10021
828151374,1,x206m03,10023
692984102,1,x206m03,10025
460020681,3,x206m03,10027
710441285,3,x206m03,10029
232681766,2,x206m03,10031
341586227,1,x206m03,10017
125733039,3,x206m03,10019
198763625,1,x206m03,10021
489106489,3,x206m03,10023
40804323,2,x206m03,10025
40002246,3,x206m03,10027
723152825,2,x206m03,10029
154509881,3,x206m03,10031
993313548,3,x206m03,10017
941225308,2,x206m03,10019
701927622,1,x206m03,10021
665651267,3,x206m03,10023
675954760,3,x206m03,10025
535308314,2,x206m03,10027
166525865,1,x206m03,10029
363764072,3,x206m03,10031
774611424,1,x206m03,10017
210730286,3,x206m03,10019
470074323,1,x206m03,10021
449370051,3,x206m03,10023
407143953,3,x206m03,10025
956456854,3,x206m03,10027
864188939,2,x206m03,10029
530795414,1,x206m03,10031
207893709,1,x206m03,10017
146592023,3,x206m03,10019
764246040,2,x206m03,10021
809310847,2,x206m03,10023
827532864,1,x206m03,10025
189257894,1,x206m03,10027
716475612,1,x206m03,10029
220274348,1,x206m03,10031
38772215,2,x206m03,10017
831301923,1,x206m03,10019
269648134,2,x206m03,10021
638060763,3,x206m03,10023
522377315,3,x206m03,10025
306280846,2,x206m03,10027
226423058,1,x206m03,10029
224982854,3,x206m03,10031
447288768,2,x206m03,10017
732353223,2,x206m03,10019
317088956,1,x206m03,10021
232703764,2,x206m03,10023
207796206,1,x206m03,10025
710912048,3,x206m03,10027
363764072,1,x206m03,10029
543541403,1,x206m03,10031
645654353,3,x206m03,10017
707636939,2,x206m03,10019
618101940,3,x206m03,10021
296485672,3,x206m03,10023
567885848,1,x206m03,10025
872114092,3,x206m03,10027
445421685,3,x206m03,10029
515324870,1,x206m03,10031
189383574,2,x206m03,10017
479171670,2,x206m03,10019
121589503,2,x206m03,10021
831661766,2,x206m03,10023
342206032,2,x206m03,10025
310893104,3,x206m03,10027
172587030,1,x206m03,10029
347940966,2,x206m03,10031
42953869,3,x206m03,10017
979377725,2,x206m03,10019
279247930,3,x206m03,10021
77831154,2,x206m03,10023
417846085,3,x206m03,10025
47603184,2,x206m03,10027
833735852,3,x206m03,10029
759693557,1,x206m03,10031
524726815,2,x206m03,10017
245986604,2,x206m03,10019
848254659,2,x206m03,10021
565174624,2,x206m03,10023
331079324,3,x206m03,10025
467809701,1,x206m03,10027
498293006,2,x206m03,10029
558626310,3,x206m03,10031
480390229,2,x206m03,10017
931079893,1,x206m03,10019
581625314,3,x206m03,10021
55647909,3,x206m03,10023
355934429,3,x206m03,10025
746516710,1,x206m03,10027
274136776,3,x206m03,10029
39343500,3,x206m03,10031
850478259,1,x206m03,10017
838719463,2,x206m03,10019
438356900,1,x206m03,10021
527483835,3,x206m03,10023
320214394,2,x206m03,10025
819030399,1,x206m03,10027
607119200,2,x206m03,10029
712904216,1,x206m03,10031
181565540,2,x206m03,10017
872054244,3,x206m03,10019
904537796,3,x206m03,10021
282537177,3,x206m03,10023
880607953,2,x206m03,10025
378762284,2,x206m03,10027
101304229,2,x206m03,10029
601438918,3,x206m03,10031
997370512,1,x206m03,10017
300999177,3,x206m03,10019
142482209,3,x206m03,10021
622586711,1,x206m03,10023
428446590,1,x206m03,10025
180480206,3,x206m03,10027
89831150,2,x206m03,10029
939704138,3,x206m03,10031
717589749,2,x206m03,10017
348166245,1,x206m03,10019
148120048,3,x206m03,10021
588154130,3,x206m03,10023
754946588,2,x206m03,10025
891170036,3,x206m03,10027
592840332,2,x206m03,10029
283546954,3,x206m03,10031
960457515,3,x206m03,10017
384298944,1,x206m03,10019
829765925,3,x206m03,10021
795248206,3,x206m03,10023
946788479,1,x206m03,10025
235775594,3,x206m03,10027
339975992,2,x206m03,10029
706572064,1,x206m03,10031
768336314,1,x206m03,10017
365125235,1,x206m03,10019
878386349,3,x206m03,10021
301475703,3,x206m03,10023
690229733,3,x206m03,10025
330636544,3,x206m03,10027
960811797,2,x206m03,10029
510091980,3,x206m03,10031
500017328,1,x206m03,10017
728907699,2,x206m03,10019
997829705,3,x206m03,10021
683128491,3,x206m03,10023
973457295,3,x206m03,10025
718695516,3,x206m03,10027
950518604,1,x206m03,10029
896726591,1,x206m03,10031
643074034,1,x206m03,10017
128431616,1,x206m03,10019
464552223,3,x206m03,10021
959952055,1,x206m03,10023
392765478,2,x206m03,10025
820876903,3,x206m03,10027
130265241,3,x206m03,10029
770675589,3,x206m03,10031
803165867,3,x206m03,10017
870772150,2,x206m03,10019
168223561,1,x206m03,10021
450186621,1,x206m03,10023
563074853,3,x206m03,10025
824563985,3,x206m03,10027
545245436,3,x206m03,10029
685979727,3,x206m03,10031
893152448,2,x206m03,10017
964995346,3,x206m03,10019
541366050,2,x206m03,10021
881325584,3,x206m03,10023
101974277,1,x206m03,10025
115104285,1,x206m03,10027
418784056,2,x206m03,10029
946455832,3,x206m03,10031
478561117,2,x206m03,10017
623076018,3,x206m03,10019
169931518,2,x206m03,10021
12216269,2,x206m03,10023
460502056,1,x206m03,10025
837971258,3,x206m03,10027
958922642,2,x206m03,10029
317444393,2,x206m03,10031
415981363,1,x206m03,10017
728473657,3,x206m03,10019
632999680,2,x206m03,10021
269301576,3,x206m03,10023
439440574,3,x206m03,10025
295904526,3,x206m03,10027
829027871,2,x206m03,10029
663230576,1,x206m03,10031
402811382,3,x206m03,10017
262670794,3,x206m03,10019
754206303,1,x206m03,10021
552666973,3,x206m03,10023
704684330,3,x206m03,10025
267279220,3,x206m03,10027
522630906,3,x206m03,10029
54266149,3,x206m03,10031
916832220,2,x206m03,10017
325033024,3,x206m03,10019
456214668,2,x206m03,10021
637446263,1,x206m03,10023
966456165,3,x206m03,10025
178064607,3,x206m03,10027
689845502,2,x206m03,10029
688864482,3,x206m03,10031
691698998,1,x206m03,10017
432471690,1,x206m03,10019
697143337,3,x206m03,10021
307959144,2,x206m03,10023
506990553,2,x206m03,10025
408013057,3,x206m03,10027
615724140,1,x206m03,10029
486756295,2,x206m03,10031
34218839,3,x206m03,10017
251893343,3,x206m03,10019
447563939,1,x206m03,10021
83955608,1,x206m03,10023
606567231,2,x206m03,10025
101111996,1,x206m03,10027
39787327,1,x206m03,10029
908550744,3,x206m03,10031
402670540,1,x206m03,10017
809946999,1,x206m03,10019
230289305,1,x206m03,10021
984256966,1,x206m03,10023
357585621,3,x206m03,10025
665424894,1,x206m03,10027
703184458,3,x206m03,10029
544983731,2,x206m03,10031
850441000,2,x206m03,10017
734633490,3,x206m03,10019
66086750,1,x206m03,10021
95501784,3,x206m03,10023
258967026,2,x206m03,10025
834405111,2,x206m03,10027
613354035,1,x206m03,10029
718209245,1,x206m03,10031
489394827,2,x206m03,10017
697143337,3,x206m03,10019
260822926,2,x206m03,10021
27748305,2,x206m03,10023
555733424,1,x206m03,10025
466816761,3,x206m03,10027
708290605,3,x206m03,10029
329130245,1,x206m03,10031
814879630,1,x206m03,10017
620801493,2,x206m03,10019
740147942,1,x206m03,10021
748078860,3,x206m03,10023
736789288,2,x206m03,10025
221048034,3,x206m03,10027
465855621,1,x206m03,10029
253686505,2,x206m03,10031
333848048,2,x206m03,10017
257481762,2,x206m03,10019
867830640,3,x206m03,10021
319426570,3,x206m03,10023
292701836,2,x206m03,10025
740943279,1,x206m03,10027
815923158,3,x206m03,10029
571406331,2,x206m03,10031
939253844,3,x206m03,10017
681538138,3,x206m03,10019
834676952,1,x206m03,10021
192089087,3,x206m03,10023
198028662,2,x206m03,10025
778478537,2,x206m03,10027
596139087,1,x206m03,10029
717714177,2,x206m03,10031
350526681,2,x206m03,10017
865580581,1,x206m03,10019
435955347,1,x206m03,10021
870037136,3,x206m03,10023
713787693,2,x206m03,10025
441021836,1,x206m03,10027
776011014,3,x206m03,10029
358338283,3,x206m03,10031
248175758,1,x206m03,10017
259599327,3,x206m03,10019
996369234,1,x206m03,10021
770929012,2,x206m03,10023
388883660,2,x206m03,10025
374733751,2,x206m03,10027
613068350,2,x206m03,10029
136010897,1,x206m03,10031
948430409,2,x206m03,10017
263195508,2,x206m03,10019
442884265,2,x206m03,10021
962729287,1,x206m03,10023
386125560,2,x206m03,10025
423917509,2,x206m03,10027
666966261,3,x206m03,10029
209082080,2,x206m03,10031
627316611,2,x206m03,10017
504226552,3,x206m03,10019
821873154,1,x206m03,10021
890758523,1,x206m03,10023
580842309,3,x206m03,10025
74302459,2,x206m03,10027
917663482,1,x206m03,10029
98944055,1,x206m03,10031
846163824,1,x206m03,10017
386185275,2,x206m03,10019
643619860,1,x206m03,10021
591824238,2,x206m03,10023
147310007,2,x206m03,10025
378004021,1,x206m03,10027
587864354,1,x206m03,10029
292631472,3,x206m03,10031
502038784,3,x206m03,10017
199458860,1,x206m03,10019
611368371,2,x206m03,10021
866005797,2,x206m03,10023
460727343,1,x206m03,10025
904088803,2,x206m03,10027
470917817,1,x206m03,10029
242923998,1,x206m03,10031
758329151,1,x206m03,10017
315846690,3,x206m03,10019
648885559,2,x206m03,10021
353605565,1,x206m03,10023
887711337,2,x206m03,10025
632700281,2,x206m03,10027
398107941,3,x206m03,10029
356116120,2,x206m03,10031
517937818,2,x206m03,10017
979705835,2,x206m03,10019
410985287,2,x206m03,10021
237927142,2,x206m03,10023
838260653,2,x206m03,10025
233107927,2,x206m03,10027
740361866,3,x206m03,10029
857611449,3,x206m03,10031
541807801,3,x206m03,10017
611579197,3,x206m03,10019
546069945,2,x206m03,10021
441393360,2,x206m03,10023
772570183,1,x206m03,10025
552666973,3,x206m03,10027
607232235,2,x206m03,10029
787451742,1,x206m03,10031
296979129,2,x206m03,10017
792634582,1,x206m03,10019
219354238,2,x206m03,10021
226611025,2,x206m03,10023
365125235,2,x206m03,10025
56777233,3,x206m03,10027
917637641,3,x206m03,10029
351701493,2,x206m03,10031
425618739,3,x206m03,10017
299686592,2,x206m03,10019
855933882,3,x206m03,10021
229904133,1,x206m03,10023
743788587,3,x206m03,10025
382055049,1,x206m03,10027
347358433,3,x206m03,10029
475134009,2,x206m03,10031
644760193,3,x206m03,10017
187821557,3,x206m03,10019
587703616,1,x206m03,10021
754946588,3,x206m03,10023
546164488,1,x206m03,10025
257267950,1,x206m03,10027
873552203,3,x206m03,10029
167854596,1,x206m03,10031
618637368,2,x206m03,10017
315600935,1,x206m03,10019
40995889,1,x206m03,10021
973215127,2,x206m03,10023
155206335,2,x206m03,10025
