documento,idCandidato,ipMesa,puerto
384298944,3,x206m03,10031
865580581,3,x206m03,10017
248105882,3,x206m03,10019
124424975,3,x206m03,10021
465028827,2,x206m03,10023
999001738,1,x206m03,10025
111648591,3,x206m03,10027
920208767,2,x206m03,10029
747603499,1,x206m03,10031
795430099,3,x206m03,10017
520266552,2,x206m03,10019
575209232,3,x206m03,10021
406954890,3,x206m03,10023
504849854,1,x206m03,10025
438013252,2,x206m03,10027
337714285,3,x206m03,10029
790068869,3,x206m03,10031
628519505,3,x206m03,10017
796079705,3,x206m03,10019
292927840,3,x206m03,10021
94010836,2,x206m03,10023
977679806,1,x206m03,10025
158186617,2,x206m03,10027
21273099,3,x206m03,10029
131616298,3,x206m03,10031
510679534,2,x206m03,10017
445728495,1,x206m03,10019
306931312,2,x206m03,10021
184513684,2,x206m03,10023
609084933,2,x206m03,10025
405011206,1,x206m03,10027
456963588,3,x206m03,10029
920834488,3,x206m03,10031
136158663,2,x206m03,10017
392959330,1,x206m03,10019
371546664,1,x206m03,10021
770248712,1,x206m03,10023
736995648,3,x206m03,10025
916861568,1,x206m03,10027
244391819,2,x206m03,10029
445743961,2,x206m03,10031
713787693,3,x206m03,10017
534350081,3,x206m03,10019
904750142,3,x206m03,10021
328897516,2,x206m03,10023
506249244,2,x206m03,10025
685678609,2,x206m03,10027
703670812,2,x206m03,10029
355434969,2,x206m03,10031
305172430,2,x206m03,10017
207213730,3,x206m03,10019
914355378,1,x206m03,10021
627442108,3,x206m03,10023
167365536,3,x206m03,10025
952880226,3,x206m03,10027
304767060,2,x206m03,10029
181401670,3,x206m03,10031
715915270,3,x206m03,10017
712985629,3,x206m03,10019
385275201,1,x206m03,10021
899958705,3,x206m03,10023
461926078,3,x206m03,10025
988052212,2,x206m03,10027
808815080,2,x206m03,10029
644109309,2,x206m03,10031
458593730,2,x206m03,10017
543045879,3,x206m03,10019
350851939,3,x206m03,10021
937824656,1,x206m03,10023
211356484,2,x206m03,10025
511114515,1,x206m03,10027
453572459,2,x206m03,10029
848734806,3,x206m03,10031
698520912,3,x206m03,10017
672624853,1,x206m03,10019
591709647,3,x206m03,10021
487915150,2,x206m03,10023
978587757,3,x206m03,10025
991996129,1,x206m03,10027
645510764,3,x206m03,10029
141298470,2,x206m03,10031
488571895,3,x206m03,10017
841382956,3,x206m03,10019
101347679,1,x206m03,10021
103160509,1,x206m03,10023
553128631,2,x206m03,10025
610796158,2,x206m03,10027
737488988,1,x206m03,10029
708217816,1,x206m03,10031
719356207,1,x206m03,10017
593161690,2,x206m03,10019
755770576,1,x206m03,10021
892383612,3,x206m03,10023
805404026,3,x206m03,10025
440120354,1,x206m03,10027
358454921,2,x206m03,10029
121557438,1,x206m03,10031
460502056,2,x206m03,10017
927595128,3,x206m03,10019
505676268,2,x206m03,10021
502119058,3,x206m03,10023
175316020,2,x206m03,10025
930293388,1,x206m03,10027
278748640,3,x206m03,10029
568023793,1,x206m03,10031
854808868,1,x206m03,10017
367006656,2,x206m03,10019
493345286,1,x206m03,10021
50937473,2,x206m03,10023
248175758,3,x206m03,10025
864318879,1,x206m03,10027
384938434,1,x206m03,10029
534779088,1,x206m03,10031
857611449,1,x206m03,10017
644316681,2,x206m03,10019
25264078,2,x206m03,10021
648924696,2,x206m03,10023
363307548,1,x206m03,10025
755770576,3,x206m03,10027
573055582,3,x206m03,10029
278134386,1,x206m03,10031
307426683,2,x206m03,10017
843235364,2,x206m03,10019
246748076,3,x206m03,10021
933897270,3,x206m03,10023
184625208,2,x206m03,10025
711674049,2,x206m03,10027
654640075,3,x206m03,10029
561096409,2,x206m03,10031
940949366,1,x206m03,10017
500189364,3,x206m03,10019
659656984,1,x206m03,10021
478077853,3,x206m03,10023
238059576,3,x206m03,10025
224964335,1,x206m03,10027
418385028,2,x206m03,10029
924525103,1,x206m03,10031
557259574,2,x206m03,10017
489999707,1,x206m03,10019
863956067,3,x206m03,10021
635329263,2,x206m03,10023
717884530,1,x206m03,10025
405209109,1,x206m03,10027
685979727,2,x206m03,10029
405518321,1,x206m03,10031
774611424,2,x206m03,10017
529529520,2,x206m03,10019
679779099,3,x206m03,10021
937960696,3,x206m03,10023
446660376,2,x206m03,10025
345464839,1,x206m03,10027
54188173,1,x206m03,10029
834017179,3,x206m03,10031
335468871,2,x206m03,10017
103850459,3,x206m03,10019
874530657,1,x206m03,10021
438057617,3,x206m03,10023
918173307,3,x206m03,10025
598866779,1,x206m03,10027
888888263,3,x206m03,10029
918245881,3,x206m03,10031
740943279,3,x206m03,10017
790068869,2,x206m03,10019
546595862,3,x206m03,10021
734622412,3,x206m03,10023
632327324,1,x206m03,10025
325109015,2,x206m03,10027
913956589,3,x206m03,10029
212921031,3,x206m03,10031
811235219,3,x206m03,10017
973944703,3,x206m03,10019
703670812,1,x206m03,10021
460502056,3,x206m03,10023
286665649,3,x206m03,10025
412204607,1,x206m03,10027
539296528,1,x206m03,10029
742574805,1,x206m03,10031
136266677,3,x206m03,10017
71056235,3,x206m03,10019
353815317,3,x206m03,10021
822303793,1,x206m03,10023
505329556,3,x206m03,10025
935527249,1,x206m03,10027
842538402,2,x206m03,10029
904405224,2,x206m03,10031
998919168,2,x206m03,10017
789550756,1,x206m03,10019
930467496,1,x206m03,10021
291036112,3,x206m03,10023
966526052,3,x206m03,10025
958684111,3,x206m03,10027
342206032,1,x206m03,10029
905139986,2,x206m03,10031
422405507,3,x206m03,10017
941131891,1,x206m03,10019
690842382,3,x206m03,10021
829292390,2,x206m03,10023
159155312,2,x206m03,10025
691970039,2,x206m03,10027
202554638,1,x206m03,10029
448319721,3,x206m03,10031
545537485,3,x206m03,10017
755798627,1,x206m03,10019
575452489,2,x206m03,10021
738065504,1,x206m03,10023
207693048,1,x206m03,10025
915045090,2,x206m03,10027
208088279,1,x206m03,10029
69339457,1,x206m03,10031
364741897,1,x206m03,10017
277259055,2,x206m03,10019
847739249,2,x206m03,10021
220851801,2,x206m03,10023
322539982,2,x206m03,10025
71056235,1,x206m03,10027
272830463,3,x206m03,10029
78795089,2,x206m03,10031
929546825,2,x206m03,10017
847584455,2,x206m03,10019
433200815,3,x206m03,10021
276865874,1,x206m03,10023
159737145,1,x206m03,10025
112783710,1,x206m03,10027
112783710,2,x206m03,10029
483037753,3,x206m03,10031
763967848,3,x206m03,10017
754078112,3,x206m03,10019
54639691,1,x206m03,10021
790230899,2,x206m03,10023
438356900,1,x206m03,10025
181118825,1,x206m03,10027
176708757,3,x206m03,10029
838698238,1,x206m03,10031
238645822,2,x206m03,10017
688700295,2,x206m03,10019
265460865,3,x206m03,10021
189383574,2,x206m03,10023
628479886,1,x206m03,10025
948791255,2,x206m03,10027
803541490,1,x206m03,10029
690345091,2,x206m03,10031
233274719,3,x206m03,10017
54674296,1,x206m03,10019
756113863,1,x206m03,10021
810272188,3,x206m03,10023
340519099,3,x206m03,10025
147539059,2,x206m03,10027
323362568,1,x206m03,10029
365053908,1,x206m03,10031
709611372,3,x206m03,10017
890435659,2,x206m03,10019
863519513,1,x206m03,10021
929091462,1,x206m03,10023
923248937,2,x206m03,10025
300926634,1,x206m03,10027
999334571,2,x206m03,10029
657202524,1,x206m03,10031
570291542,3,x206m03,10017
298135132,2,x206m03,10019
511352874,3,x206m03,10021
653699928,2,x206m03,10023
191785295,1,x206m03,10025
207160134,2,x206m03,10027
99871123,2,x206m03,10029
800942995,1,x206m03,10031
470074323,2,x206m03,10017
428446590,1,x206m03,10019
670322888,3,x206m03,10021
516395816,1,x206m03,10023
501955690,1,x206m03,10025
533794646,1,x206m03,10027
991925535,2,x206m03,10029
679434262,2,x206m03,10031
450186621,3,x206m03,10017
256177381,1,x206m03,10019
135397865,1,x206m03,10021
205490115,3,x206m03,10023
975850933,2,x206m03,10025
847709120,3,x206m03,10027
278923018,3,x206m03,10029
490964971,2,x206m03,10031
251893343,2,x206m03,10017
406427063,3,x206m03,10019
777527039,3,x206m03,10021
734589180,2,x206m03,10023
958499639,1,x206m03,10025
161862185,1,x206m03,10027
159737145,2,x206m03,10029
505329556,1,x206m03,10031
755631453,2,x206m03,10017
343608538,3,x206m03,10019
148817083,2,x206m03,10021
100688578,3,x206m03,10023
953862482,3,x206m03,10025
503786955,1,x206m03,10027
869422083,3,x206m03,10029
648365993,3,x206m03,10031
236653592,1,x206m03,10017
27636523,3,x206m03,10019
454485565,2,x206m03,10021
234832732,3,x206m03,10023
153774928,3,x206m03,10025
931767612,2,x206m03,10027
423391867,1,x206m03,10029
755770576,1,x206m03,10031
262520116,2,x206m03,10017
932722910,3,x206m03,10019
402670540,2,x206m03,10021
745769153,3,x206m03,10023
658731509,1,x206m03,10025
990737478,2,x206m03,10027
399983363,2,x206m03,10029
400565880,3,x206m03,10031
119614002,1,x206m03,10017
485235871,1,x206m03,10019
145086470,3,x206m03,10021
994047434,3,x206m03,10023
387409809,3,x206m03,10025
328806266,3,x206m03,10027
370237271,3,x206m03,10029
459393530,1,x206m03,10031
850249671,3,x206m03,10017
552153746,3,x206m03,10019
435000356,2,x206m03,10021
806917796,1,x206m03,10023
111648591,2,x206m03,10025
590673995,2,x206m03,10027
436135645,2,x206m03,10029
903833790,1,x206m03,10031
697209422,1,x206m03,10017
407728955,1,x206m03,10019
194440544,2,x206m03,10021
257178067,2,x206m03,10023
831394518,3,x206m03,10025
677105875,2,x206m03,10027
141314615,1,x206m03,10029
316289229,3,x206m03,10031
882307776,1,x206m03,10017
563146789,2,x206m03,10019
56805902,3,x206m03,10021
996192734,3,x206m03,10023
539296528,3,x206m03,10025
354186890,2,x206m03,10027
444852718,3,x206m03,10029
457202627,2,x206m03,10031
101537040,1,x206m03,10017
427114334,2,x206m03,10019
813111614,2,x206m03,10021
72072800,2,x206m03,10023
398845082,3,x206m03,10025
530264603,3,x206m03,10027
207396671,3,x206m03,10029
101111996,3,x206m03,10031
986053992,2,x206m03,10017
531151557,2,x206m03,10019
551724578,1,x206m03,10021
463148109,1,x206m03,10023
619202543,1,x206m03,10025
506363453,1,x206m03,10027
630457289,3,x206m03,10029
729539756,3,x206m03,10031
878787378,3,x206m03,10017
694255000,2,x206m03,10019
278338779,3,x206m03,10021
154547686,3,x206m03,10023
598429456,2,x206m03,10025
36144483,2,x206m03,10027
204655396,1,x206m03,10029
83442055,1,x206m03,10031
720713875,2,x206m03,10017
221776491,2,x206m03,10019
271548388,2,x206m03,10021
388883660,2,x206m03,10023
988468373,1,x206m03,10025
130182047,1,x206m03,10027
445686647,3,x206m03,10029
289505420,3,x206m03,10031
703127750,1,x206m03,10017
234262590,1,x206m03,10019
167385809,2,x206m03,10021
778864149,3,x206m03,10023
487915150,2,x206m03,10025
354856448,2,x206m03,10027
879685764,2,x206m03,10029
160106602,1,x206m03,10031
406032786,2,x206m03,10017
417289940,2,x206m03,10019
773654398,3,x206m03,10021
679885891,3,x206m03,10023
929091462,2,x206m03,10025
604628508,1,x206m03,10027
648885559,3,x206m03,10029
675676678,2,x206m03,10031
232293325,2,x206m03,10017
242013925,1,x206m03,10019
826467248,3,x206m03,10021
991996129,1,x206m03,10023
203973753,3,x206m03,10025
946260763,3,x206m03,10027
445421685,1,x206m03,10029
238559316,3,x206m03,10031
193087698,2,x206m03,10017
743176895,1,x206m03,10019
833090111,2,x206m03,10021
950518604,2,x206m03,10023
394051625,3,x206m03,10025
421800384,2,x206m03,10027
739017012,1,x206m03,10029
231684937,2,x206m03,10031
248440178,1,x206m03,10017
710912048,2,x206m03,10019
915045090,1,x206m03,10021
678219609,2,x206m03,10023
775549942,1,x206m03,10025
212809971,3,x206m03,10027
661104036,3,x206m03,10029
327733491,1,x206m03,10031
350526681,3,x206m03,10017
383644467,3,x206m03,10019
704319380,1,x206m03,10021
287805047,2,x206m03,10023
885828230,1,x206m03,10025
606567231,1,x206m03,10027
287972741,3,x206m03,10029
831394518,2,x206m03,10031
393628401,3,x206m03,10017
618637368,3,x206m03,10019
395614062,1,x206m03,10021
928786123,2,x206m03,10023
112264923,2,x206m03,10025
194245462,2,x206m03,10027
408765981,2,x206m03,10029
539953962,3,x206m03,10031
946698378,2,x206m03,10017
997829705,3,x206m03,10019
394760344,3,x206m03,10021
462835403,1,x206m03,10023
605950349,1,x206m03,10025
402632334,1,x206m03,10027
672753488,3,x206m03,10029
911522472,3,x206m03,10031
728256831,2,x206m03,10017
346562709,3,x206m03,10019
853817371,3,x206m03,10021
531516410,1,x206m03,10023
737660636,3,x206m03,10025
763795692,3,x206m03,10027
221022948,3,x206m03,10029
669623601,3,x206m03,10031
719142436,2,x206m03,10017
151271337,3,x206m03,10019
406361866,2,x206m03,10021
600262037,3,x206m03,10023
266921589,1,x206m03,10025
110109720,1,x206m03,10027
518565344,3,x206m03,10029
444923051,3,x206m03,10031
170970780,1,x206m03,10017
768111309,2,x206m03,10019
28915138,1,x206m03,10021
729186121,3,x206m03,10023
527483835,3,x206m03,10025
299252649,1,x206m03,10027
391852074,3,x206m03,10029
259846788,1,x206m03,10031
593569169,2,x206m03,10017
884617147,3,x206m03,10019
212366792,1,x206m03,10021
369700165,3,x206m03,10023
594010253,1,x206m03,10025
718011900,3,x206m03,10027
319055621,3,x206m03,10029
970708888,1,x206m03,10031
385323030,2,x206m03,10017
348752177,2,x206m03,10019
321335007,2,x206m03,10021
908071313,1,x206m03,10023
230518975,2,x206m03,10025
565556650,2,x206m03,10027
725065665,2,x206m03,10029
312783334,2,x206m03,10031
605885544,2,x206m03,10017
373695241,2,x206m03,10019
952880226,2,x206m03,10021
552153746,2,x206m03,10023
291404459,3,x206m03,10025
659045303,1,x206m03,10027
424476668,2,x206m03,10029
540012865,2,x206m03,10031
234822264,2,x206m03,10017
101111996,1,x206m03,10019
815657107,2,x206m03,10021
691641059,1,x206m03,10023
400886480,2,x206m03,10025
979870825,2,x206m03,10027
942904298,1,x206m03,10029
462622983,2,x206m03,10031
911522472,3,x206m03,10017
253358786,1,x206m03,10019
577515581,3,x206m03,10021
183982695,2,x206m03,10023
537534741,1,x206m03,10025
392934365,1,x206m03,10027
751892362,1,x206m03,10029
637211211,1,x206m03,10031
379330381,3,x206m03,10017
867922164,1,x206m03,10019
54266149,1,x206m03,10021
433309606,1,x206m03,10023
124449377,3,x206m03,10025
747110107,1,x206m03,10027
771312784,2,x206m03,10029
193228905,2,x206m03,10031
951789929,2,x206m03,10017
940516404,1,x206m03,10019
860814901,2,x206m03,10021
405538087,1,x206m03,10023
897305279,2,x206m03,10025
296883962,1,x206m03,10027
765918643,2,x206m03,10029
275269220,3,x206m03,10031
960059261,2,x206m03,10017
313805238,3,x206m03,10019
161346325,1,x206m03,10021
428548407,1,x206m03,10023
659981903,2,x206m03,10025
703127750,1,x206m03,10027
902036085,3,x206m03,10029
414452860,2,x206m03,10031
466432641,3,x206m03,10017
783623276,2,x206m03,10019
717589749,2,x206m03,10021
223815186,3,x206m03,10023
152459241,1,x206m03,10025
238313020,2,x206m03,10027
578230851,1,x206m03,10029
513028738,2,x206m03,10031
609607877,3,x206m03,10017
792627767,1,x206m03,10019
254482896,1,x206m03,10021
776411611,3,x206m03,10023
335109847,2,x206m03,10025
745859123,3,x206m03,10027
457504539,2,x206m03,10029
556045689,3,x206m03,10031
604495489,1,x206m03,10017
510283356,2,x206m03,10019
809016464,1,x206m03,10021
524563999,1,x206m03,10023
712530418,3,x206m03,10025
183809008,2,x206m03,10027
820645116,3,x206m03,10029
221778091,1,x206m03,10031
661104036,2,x206m03,10017
926729833,2,x206m03,10019
189257894,3,x206m03,10021
678409121,2,x206m03,10023
815271119,3,x206m03,10025
355300404,3,x206m03,10027
955277523,3,x206m03,10029
586097845,2,x206m03,10031
553606962,2,x206m03,10017
479904072,2,x206m03,10019
112487346,1,x206m03,10021
453826467,1,x206m03,10023
245838428,3,x206m03,10025
626700360,2,x206m03,10027
756607099,2,x206m03,10029
767648857,2,x206m03,10031
555733424,2,x206m03,10017
191566345,1,x206m03,10019
383644467,1,x206m03,10021
704261540,1,x206m03,10023
670498092,3,x206m03,10025
397241683,3,x206m03,10027
937726546,3,x206m03,10029
795734160,2,x206m03,10031
186800046,2,x206m03,10017
162643241,1,x206m03,10019
449370051,3,x206m03,10021
720625677,2,x206m03,10023
975166622,1,x206m03,10025
578230851,2,x206m03,10027
896726591,2,x206m03,10029
55187101,2,x206m03,10031
288998344,3,x206m03,10017
201041825,3,x206m03,10019
245716270,2,x206m03,10021
745769153,1,x206m03,10023
729599853,2,x206m03,10025
415981363,1,x206m03,10027
747603499,3,x206m03,10029
952944358,1,x206m03,10031
546069945,1,x206m03,10017
900525993,1,x206m03,10019
86669942,3,x206m03,10021
542941097,1,x206m03,10023
864672055,3,x206m03,10025
573653830,2,x206m03,10027
262593732,2,x206m03,10029
307959144,1,x206m03,10031
858761058,1,x206m03,10017
599740054,2,x206m03,10019
791914522,3,x206m03,10021
187159365,2,x206m03,10023
976277865,2,x206m03,10025
175824253,3,x206m03,10027
394289394,2,x206m03,10029
685979727,3,x206m03,10031
964153307,1,x206m03,10017
765741599,2,x206m03,10019
378790954,3,x206m03,10021
998986606,3,x206m03,10023
519045919,3,x206m03,10025
848343427,3,x206m03,10027
675160523,2,x206m03,10029
547762643,1,x206m03,10031
483037753,2,x206m03,10017
60889571,2,x206m03,10019
378004021,1,x206m03,10021
147310007,3,x206m03,10023
267460149,1,x206m03,10025
520266552,3,x206m03,10027
780560622,2,x206m03,10029
842420743,2,x206m03,10031
857324681,2,x206m03,10017
580446240,2,x206m03,10019
533665636,3,x206m03,10021
589168631,3,x206m03,10023
920035769,1,x206m03,10025
176950251,1,x206m03,10027
804780758,2,x206m03,10029
122396507,3,x206m03,10031
775043855,1,x206m03,10017
887643044,3,x206m03,10019
952797777,2,x206m03,10021
433258430,3,x206m03,10023
501132781,3,x206m03,10025
160248686,3,x206m03,10027
731460955,3,x206m03,10029
93545786,2,x206m03,10031
710985678,2,x206m03,10017
341512445,1,x206m03,10019
468210750,3,x206m03,10021
518615583,3,x206m03,10023
99736722,1,x206m03,10025
848034913,2,x206m03,10027
391271021,1,x206m03,10029
522377315,2,x206m03,10031
842847950,1,x206m03,10017
938585371,2,x206m03,10019
742523250,2,x206m03,10021
922629744,1,x206m03,10023
784618308,2,x206m03,10025
104322553,1,x206m03,10027
165977746,3,x206m03,10029
966456165,2,x206m03,10031
901298137,3,x206m03,10017
767794881,1,x206m03,10019
286665649,3,x206m03,10021
392762172,1,x206m03,10023
979015567,2,x206m03,10025
591180816,1,x206m03,10027
110109777,1,x206m03,10029
766971253,2,x206m03,10031
644316681,1,x206m03,10017
766212793,1,x206m03,10019
687200843,1,x206m03,10021
703598412,1,x206m03,10023
54953099,3,x206m03,10025
141330714,3,x206m03,10027
943377158,3,x206m03,10029
264995313,1,x206m03,10031
948213641,1,x206m03,10017
167385809,1,x206m03,10019
319894469,3,x206m03,10021
546816494,1,x206m03,10023
114510365,1,x206m03,10025
662068534,3,x206m03,10027
757408053,2,x206m03,10029
323224657,2,x206m03,10031
604435102,3,x206m03,10017
391493370,3,x206m03,10019
462150226,3,x206m03,10021
562137607,3,x206m03,10023
527760767,1,x206m03,10025
206845040,1,x206m03,10027
834276403,2,x206m03,10029
756113863,2,x206m03,10031
463182556,3,x206m03,10017
971735733,1,x206m03,10019
973174770,1,x206m03,10021
423360898,2,x206m03,10023
941054488,3,x206m03,10025
810188090,1,x206m03,10027
511016120,2,x206m03,10029
178064607,2,x206m03,10031
126995208,1,x206m03,10017
496525786,2,x206m03,10019
218573399,1,x206m03,10021
395865701,1,x206m03,10023
989967424,1,x206m03,10025
292631472,3,x206m03,10027
161346325,1,x206m03,10029
914140860,3,x206m03,10031
295904526,2,x206m03,10017
749023708,1,x206m03,10019
431702600,3,x206m03,10021
476919812,1,x206m03,10023
890437926,3,x206m03,10025
309385749,3,x206m03,10027
785992711,1,x206m03,10029
123004994,3,x206m03,10031
913014122,3,x206m03,10017
136010897,1,x206m03,10019
207796206,3,x206m03,10021
417244153,1,x206m03,10023
529529520,1,x206m03,10025
991996129,1,x206m03,10027
126374541,2,x206m03,10029
637211211,2,x206m03,10031
157160959,3,x206m03,10017
502038784,2,x206m03,10019
844815551,1,x206m03,10021
995290186,2,x206m03,10023
728966739,3,x206m03,10025
331079324,1,x206m03,10027
545518039,2,x206m03,10029
458814622,1,x206m03,10031
646341105,2,x206m03,10017
288647860,2,x206m03,10019
509084084,2,x206m03,10021
135854865,2,x206m03,10023
772825859,3,x206m03,10025
249598524,1,x206m03,10027
783592088,1,x206m03,10029
419494459,3,x206m03,10031
508854067,3,x206m03,10017
668267326,3,x206m03,10019
585446179,1,x206m03,10021
930435791,1,x206m03,10023
759018446,1,x206m03,10025
54639691,3,x206m03,10027
354181882,1,x206m03,10029
634029038,3,x206m03,10031
613954088,1,x206m03,10017
349875098,1,x206m03,10019
622586711,1,x206m03,10021
394690401,2,x206m03,10023
391271021,2,x206m03,10025
825902833,3,x206m03,10027
885349782,1,x206m03,10029
678672724,3,x206m03,10031
997476255,2,x206m03,10017
751842901,1,x206m03,10019
242013925,2,x206m03,10021
321335007,3,x206m03,10023
919670911,2,x206m03,10025
56745108,2,x206m03,10027
186800046,3,x206m03,10029
250785293,1,x206m03,10031
526273964,2,x206m03,10017
194509542,3,x206m03,10019
198763625,2,x206m03,10021
514867693,2,x206m03,10023
240671099,1,x206m03,10025
700993938,2,x206m03,10027
672748849,1,x206m03,10029
794330685,3,x206m03,10031
45356998,1,x206m03,10017
942904298,3,x206m03,10019
525753218,3,x206m03,10021
860297010,1,x206m03,10023
624407698,3,x206m03,10025
581871366,3,x206m03,10027
631751184,3,x206m03,10029
982563571,3,x206m03,10031
147290971,3,x206m03,10017
897965535,2,x206m03,10019
851334866,1,x206m03,10021
979705835,2,x206m03,10023
749941236,3,x206m03,10025
624006697,1,x206m03,10027
790266471,1,x206m03,10029
330924670,2,x206m03,10031
172597163,2,x206m03,10017
239272889,3,x206m03,10019
838897889,3,x206m03,10021
299276559,3,x206m03,10023
417741830,2,x206m03,10025
902036085,3,x206m03,10027
878787378,2,x206m03,10029
175507586,1,x206m03,10031
12166602,1,x206m03,10017
976277865,2,x206m03,10019
273657236,1,x206m03,10021
825210775,1,x206m03,10023
662005116,3,x206m03,10025
309884552,3,x206m03,10027
197124041,3,x206m03,10029
187217656,1,x206m03,10031
603241851,1,x206m03,10017
518345024,2,x206m03,10019
834016129,1,x206m03,10021
949662472,3,x206m03,10023
589473795,3,x206m03,10025
690420020,2,x206m03,10027
154230022,3,x206m03,10029
748325689,3,x206m03,10031
710217099,1,x206m03,10017
915919766,3,x206m03,10019
460730886,2,x206m03,10021
935253797,3,x206m03,10023
314265938,3,x206m03,10025
415210310,1,x206m03,10027
328806266,2,x206m03,10029
270350861,1,x206m03,10031
82958127,2,x206m03,10017
172732325,3,x206m03,10019
932476444,2,x206m03,10021
388277287,2,x206m03,10023
836239342,1,x206m03,10025
468210750,2,x206m03,10027
122135959,3,x206m03,10029
801991144,2,x206m03,10031
618637368,2,x206m03,10017
353228823,3,x206m03,10019
219317868,3,x206m03,10021
44672257,1,x206m03,10023
297583736,2,x206m03,10025
820876903,2,x206m03,10027
955277523,3,x206m03,10029
47069954,3,x206m03,10031
951194247,2,x206m03,10017
139940306,2,x206m03,10019
95562999,1,x206m03,10021
575671592,3,x206m03,10023
681417653,1,x206m03,10025
779887352,3,x206m03,10027
736995648,3,x206m03,10029
903833790,3,x206m03,10031
830499278,1,x206m03,10017
287885817,3,x206m03,10019
409762866,2,x206m03,10021
209992270,2,x206m03,10023
88739301,3,x206m03,10025
271764638,3,x206m03,10027
879336151,1,x206m03,10029
242923998,2,x206m03,10031
638060763,2,x206m03,10017
429278522,1,x206m03,10019
291485305,2,x206m03,10021
428369331,2,x206m03,10023
161067033,1,x206m03,10025
454470333,2,x206m03,10027
258873030,2,x206m03,10029
894639887,3,x206m03,10031
913255170,1,x206m03,10017
997310477,1,x206m03,10019
407128902,1,x206m03,10021
985637448,1,x206m03,10023
21299101,3,x206m03,10025
487314755,2,x206m03,10027
579721073,2,x206m03,10029
71036110,1,x206m03,10031
767194399,1,x206m03,10017
469618922,2,x206m03,10019
420577219,1,x206m03,10021
637471651,1,x206m03,10023
731484480,3,x206m03,10025
124233100,2,x206m03,10027
936093405,2,x206m03,10029
534344712,1,x206m03,10031
804780758,2,x206m03,10017
589463029,3,x206m03,10019
451472532,2,x206m03,10021
518282871,1,x206m03,10023
158186617,3,x206m03,10025
373316552,2,x206m03,10027
714285048,1,x206m03,10029
170615056,3,x206m03,10031
797090987,3,x206m03,10017
960811797,2,x206m03,10019
313014781,2,x206m03,10021
478652358,2,x206m03,10023
189982337,2,x206m03,10025
570673207,2,x206m03,10027
635321764,2,x206m03,10029
838719463,3,x206m03,10031
992038253,3,x206m03,10017
477259267,3,x206m03,10019
542279428,3,x206m03,10021
493288577,1,x206m03,10023
651719922,1,x206m03,10025
282973077,1,x206m03,10027
216729054,1,x206m03,10029
307821706,2,x206m03,10031
186437776,1,x206m03,10017
846962055,1,x206m03,10019
690189878,1,x206m03,10021
242097670,2,x206m03,10023
437715416,3,x206m03,10025
545726274,1,x206m03,10027
848294461,1,x206m03,10029
930435791,1,x206m03,10031
721847233,3,x206m03,10017
170731325,3,x206m03,10019
867505610,1,x206m03,10021
175824253,1,x206m03,10023
531737745,2,x206m03,10025
197110541,3,x206m03,10027
753995529,2,x206m03,10029
738985377,3,x206m03,10031
533043989,3,x206m03,10017
928786123,3,x206m03,10019
60889571,1,x206m03,10021
59103911,1,x206m03,10023
739017012,2,x206m03,10025
34198261,1,x206m03,10027
245881305,2,x206m03,10029
161133683,2,x206m03,10031
692984102,2,x206m03,10017
863956067,3,x206m03,10019
909638646,2,x206m03,10021
901298137,3,x206m03,10023
542704303,3,x206m03,10025
